Crop,Soil_Type,Temperature,Humidity,Soil_Moisture,Rainfall,Growth_Stage,Irrigation_Need
Potato,Sandy,28.45627648105378,86.50447873587419,40.72120237817474,159.60310374089048,Maturity,Low
Cotton,Clay,33.78734468289099,32.710003166632966,59.86071805542395,72.8919695879287,Fruiting,Medium
Rice,Silty,19.391191997669033,55.491127243857875,45.20265224032043,31.979472058787618,Fruiting,Low
Groundnut,Loamy,20.66789441294857,92.84721705714091,41.395587534154,80.82323630923199,Maturity,Low
Maize,Silty,40.78303748500653,47.9274723671452,55.17828803191958,111.0623114574115,Maturity,Medium
Tomato,Loamy,22.687647716672178,47.867983138715005,29.346799596357236,5.91683672760277,Vegetative,High
Maize,Loamy,26.405849939255326,34.627267384186574,16.312261806766575,125.52836028803462,Flowering,High
Rice,Loamy,41.13815552850351,28.57423355893439,11.95314518577777,79.02015060295786,Maturity,High
Maize,Clay,34.89443488199468,75.52285930669863,30.100733077370165,1.9451750262388767,Fruiting,High
Groundnut,Sandy,25.251356380250648,77.75228515261374,17.327362731557496,134.77787978927617,Maturity,Medium
Groundnut,Loamy,35.510986371738625,92.675972262725,36.90725108166134,142.47752711252963,Flowering,High
Rice,Clay,15.590496461442411,78.00636581790224,71.83468322878045,125.76795771173657,Seedling,Low
Cotton,Loamy,37.06927980034096,38.251437052519904,67.30354643894707,68.38604351968445,Fruiting,High
Maize,Sandy,29.610481215487184,23.00874337163866,58.87420982304231,105.92097081319223,Seedling,Low
Cotton,Loamy,39.395464418533834,93.90780382772452,78.2000195103583,77.43154122668707,Seedling,Low
Cotton,Clay,43.63912956019405,45.53380216577043,32.56540996354214,140.1243460319389,Flowering,High
Potato,Sandy,42.77365648483705,43.39786568243156,80.80430024239726,116.71603724673774,Maturity,Medium
Wheat,Clay,42.277951303660224,87.94664073120369,41.939133573534335,16.35982276548995,Seedling,High
Rice,Sandy,30.365098678016615,63.882492390873956,42.07146546133012,128.6187116437995,Vegetative,Medium
Tomato,Sandy,25.80426342416814,36.115338038685096,42.42812909004172,137.4476828675603,Maturity,Medium
Groundnut,Silty,28.951059741920183,86.68221820371797,17.847549299278516,74.14043612293987,Fruiting,Medium
Groundnut,Silty,35.69688009940082,94.50206412910575,88.03923986648445,175.15715619194089,Maturity,Low
Rice,Silty,41.5199333061356,26.500892086312305,21.080542226012735,168.60287096899253,Flowering,High
Potato,Sandy,21.209589090003586,84.66887212268654,37.27085795753476,35.03330477994757,Flowering,Medium
Sugarcane,Loamy,42.54579475385109,49.28867732632955,35.544025626140574,180.8532616971737,Fruiting,High
Sugarcane,Clay,39.45540695909668,59.305433488002826,15.97435462533677,88.1744742990155,Fruiting,High
Sugarcane,Clay,44.36568045534704,88.61119818237356,22.180810408950133,144.74993052685866,Fruiting,High
Potato,Clay,41.407553198450614,93.00343968313379,13.588666894830865,162.8194013934472,Flowering,High
Tomato,Silty,23.3981198907572,39.66229328065995,33.39235948484108,101.02248421393799,Maturity,Medium
Groundnut,Sandy,18.178677340321432,35.963807821993534,79.33255392231251,79.82038787416315,Seedling,Low
Rice,Silty,18.367232159747658,26.03874189436339,37.15537645899076,183.09027372301966,Seedling,Medium
Potato,Loamy,23.73669955734828,62.13483894966035,19.895346565390337,46.17071058708464,Vegetative,Medium
Groundnut,Sandy,33.425511719536175,21.020329658800122,61.65550947071344,51.3940155438289,Flowering,Medium
Cotton,Clay,39.129609782915175,50.89237232074524,89.72807296439284,72.32406280268742,Fruiting,Medium
Maize,Silty,41.97750920944694,25.503801248900643,28.585903162554203,171.89315559411313,Maturity,High
Maize,Silty,33.712601531076984,50.39193371970005,32.36568042964556,187.7576528426152,Flowering,High
Potato,Loamy,15.168939382441613,22.994914194920696,87.74776434246309,44.01354295097237,Vegetative,Medium
Groundnut,Loamy,20.589503295556007,82.64129454565767,24.30210300403897,172.77402952624908,Seedling,Medium
Wheat,Silty,17.991786115601037,35.73042454539244,50.89712539673311,51.64059189371386,Maturity,Low
Tomato,Loamy,25.8997342670703,44.6231532768434,29.172170641287593,194.1282493499776,Seedling,Medium
Sugarcane,Clay,30.040529809012376,85.25359974547939,84.58815183209951,119.48157839631645,Maturity,Low
Tomato,Loamy,16.301915357356826,75.96995459991538,88.52168116610352,1.4172934894764788,Fruiting,Medium
Tomato,Loamy,25.45433927386966,36.42787712315439,75.17582768960123,6.825980814235577,Maturity,Medium
Potato,Silty,20.375390238759678,25.392456399312202,35.18270526502484,29.496906160941695,Fruiting,High
Cotton,Silty,34.41210498776621,73.67553326415046,42.2789980224404,37.514631563751344,Flowering,High
Tomato,Sandy,28.9281710797302,49.3026913016082,29.384454693313707,153.52382456531933,Seedling,Medium
Maize,Sandy,29.859529408017263,77.4559999338666,81.26063736071931,44.553175283389976,Maturity,Low
Cotton,Silty,27.83075364100383,53.397107928140784,83.16466221505264,193.82832400997196,Maturity,Low
Rice,Loamy,43.68059131459701,45.950180972920734,43.50965297968378,127.22241144058766,Vegetative,High
Tomato,Loamy,21.442053753646896,53.84040561592974,62.52264559224015,138.50350185070354,Seedling,Low
Tomato,Sandy,30.499927795316232,76.14192392530074,23.24425438197551,43.563303857041504,Flowering,High
Rice,Sandy,37.08052105096008,87.66652149052805,44.79487202907272,178.54126281901694,Fruiting,High
Tomato,Sandy,31.705332394036876,23.732539744143164,60.519928533879806,133.56291456398628,Flowering,Medium
Rice,Clay,42.87062657150403,59.30836559202164,40.832249481441565,172.88112486837278,Vegetative,Medium
Cotton,Clay,26.339050669238524,22.46265718129082,38.6079620549168,191.2962194462454,Flowering,High
Maize,Sandy,28.91027417319534,55.130715876826905,10.079919381355413,25.128195421919287,Fruiting,High
Rice,Loamy,17.655669456441853,86.39621218226753,74.34347710216913,19.317446053789133,Seedling,Low
Wheat,Sandy,33.26997333155785,47.119269981523225,81.14700896171585,160.68156531792715,Vegetative,Low
Potato,Clay,23.64635905344318,89.93378158104824,87.55708236366657,173.22521181883405,Maturity,Low
Potato,Loamy,19.809271185467065,67.2956353737957,67.54171080553724,116.75228417559713,Maturity,Low
Rice,Clay,31.33593878713524,90.06165078447548,53.90338498959076,73.20010955010412,Seedling,Low
Potato,Loamy,30.96930790139732,76.78749690593898,31.54276158469675,130.52592721504476,Flowering,Medium
Tomato,Clay,17.276149236721427,27.75763749865717,89.94395807707987,61.132814518491465,Maturity,Low
Sugarcane,Loamy,35.94646360483418,37.33635256720078,57.18022836256844,47.67713843069363,Vegetative,High
Sugarcane,Loamy,33.71316571952559,49.562784093762964,64.4923257864357,97.6290419054531,Fruiting,Medium
Potato,Loamy,20.670518482394918,32.7580161509057,64.59249295642542,43.23076552127594,Flowering,Medium
Cotton,Loamy,29.083045864621315,57.118370358249535,77.62014366057451,96.74072166303458,Fruiting,Low
Groundnut,Silty,36.6096874943568,55.3526116776118,10.773803107753537,191.32130109271438,Flowering,High
Cotton,Clay,30.883072216238297,91.7194398520536,27.619755234509746,167.9568071234781,Vegetative,Medium
Groundnut,Clay,26.864672285507105,52.52959121719833,63.242720013601115,188.32618390000445,Fruiting,Low
Sugarcane,Silty,24.670153742428308,78.92201032159983,81.61165894596542,161.2657949694717,Vegetative,Low
Sugarcane,Loamy,33.31181599932161,90.64329086386098,64.8271025537085,70.95018718925535,Fruiting,Low
Rice,Loamy,43.17326094930722,85.77416232304891,43.079303319494414,162.40904771031182,Flowering,High
Maize,Clay,35.1523452143245,35.650071838369385,38.924439669620924,184.5831487106428,Vegetative,High
Wheat,Silty,17.242377109089464,57.20224206901582,69.03584066266563,189.40715756741088,Flowering,Low
Cotton,Loamy,28.820549204464015,46.08048367219443,69.29901577097547,136.63957013699942,Flowering,Low
Tomato,Loamy,41.72472394531883,49.98940213529116,58.56463940045523,42.27332876302263,Fruiting,High
Groundnut,Loamy,17.833872774032606,47.06051196843134,33.31736192778696,7.94583067293817,Fruiting,High
Potato,Sandy,44.6662713641263,81.97694076312531,84.01238547124349,29.440045632031154,Vegetative,Medium
Tomato,Silty,43.472081809362635,53.91042913418356,54.15039536949113,193.10938357878908,Maturity,Medium
Maize,Loamy,17.348234421896276,59.277074918351616,73.23938849986645,92.41936483855389,Seedling,Low
Groundnut,Sandy,43.002399613486645,93.6835517785306,27.144660972946532,170.9972029664115,Fruiting,High
Cotton,Silty,25.89397770778387,24.498445414363733,37.52326308917823,93.00883071165822,Flowering,High
Rice,Loamy,40.34127501227587,56.59682298430616,79.9663613109874,132.16351669196789,Seedling,Low
Tomato,Clay,27.551500131398146,78.05462802095872,14.008562395197472,4.828155424466729,Vegetative,High
Maize,Sandy,28.225653381075475,31.33714686411699,50.98522490053297,49.972988543873356,Seedling,Medium
Cotton,Sandy,34.02729272932628,65.86486959610804,48.53643838752072,87.25385600851784,Seedling,Low
Sugarcane,Loamy,38.2343225782795,37.959858465085006,70.09841511264656,126.12620943083263,Maturity,Medium
Sugarcane,Loamy,16.01367452844746,85.05530849184257,32.551501647946594,34.3042376106357,Maturity,Medium
Cotton,Sandy,32.79467986581403,44.53247490500595,27.525345748767958,152.910292854098,Seedling,High
Cotton,Clay,20.60198982292113,44.679711267568216,84.0906271018587,72.88094122724746,Maturity,Low
Cotton,Clay,25.37848553589609,64.86454088884201,55.73677215667718,163.4870538467769,Maturity,Low
Groundnut,Silty,25.439059984656495,33.767218108993156,18.375165462692358,19.59381807901346,Seedling,High
Cotton,Loamy,29.07181020663461,41.36664791772958,25.442892977145686,135.9513175364744,Fruiting,High
Tomato,Clay,25.024092356285202,51.247388758955864,89.90608476113987,58.66566664130204,Maturity,Low
Maize,Silty,18.220833553520034,46.52283973550828,25.64871970017539,159.07663482452358,Seedling,Medium
Groundnut,Clay,19.368862155763544,59.36579135041868,58.838040908294296,80.43408540848212,Fruiting,Low
Cotton,Loamy,16.00313956683293,64.97301080517246,43.61024631964945,133.0699264527133,Maturity,Low
Wheat,Silty,29.10747255986263,62.500059031262346,80.84792758798683,186.8610537272947,Seedling,Low
Potato,Silty,43.63343084558966,69.06262339939492,70.41348738362622,4.125326402752871,Maturity,Medium
Wheat,Silty,18.470256709443497,43.08121374558652,57.75611170094527,2.2233564668747263,Fruiting,Medium
Maize,Clay,43.38793479009246,29.481967036627104,10.8591185438386,154.05585043534268,Seedling,High
Sugarcane,Loamy,37.00084544196281,77.06056560733077,80.38361659947677,129.27861030161563,Fruiting,Medium
Rice,Silty,34.124964088024896,83.80852869730114,45.573397667097304,58.595944100886534,Flowering,Low
Rice,Sandy,34.35833265970689,39.27546741668242,84.52621224148612,98.87934055485248,Vegetative,Medium
Potato,Loamy,39.801829451888466,50.53189671185148,49.6431210283361,8.387133119773749,Flowering,High
Sugarcane,Sandy,18.207595931394643,57.392691272266646,65.53795913461803,38.48912107224815,Maturity,Low
Groundnut,Sandy,30.142629706966254,59.99951320647023,15.543411957331372,84.8992749054335,Fruiting,High
Groundnut,Silty,35.91273414782276,69.46176283157388,69.61213228214287,166.80888324429645,Seedling,Low
Groundnut,Silty,32.60461335220691,23.120242501649102,37.03968250495383,95.93343657201696,Fruiting,High
Rice,Clay,39.98337213069884,74.11078120505127,38.108721146542464,117.27250090519574,Maturity,Medium
Wheat,Clay,17.168151270340545,24.647825523455772,19.492467576751196,174.7507583987561,Seedling,High
Rice,Clay,35.721031184974976,55.12164257546509,21.74857189121618,61.763782717769054,Flowering,High
Tomato,Loamy,31.02083191154153,82.07533516768956,24.86072449649681,140.13986422041117,Fruiting,High
Cotton,Clay,26.374825919398305,53.84114849587972,36.25649348571379,172.33345173565067,Vegetative,Medium
Groundnut,Sandy,25.208249467020927,31.181731157618582,81.35759302204843,40.523140139235345,Maturity,Medium
Wheat,Clay,33.62497898322579,93.87753837544697,39.460819058406436,71.2956330295665,Maturity,Medium
Maize,Silty,41.729861239327946,86.69640965556975,67.94901652505747,195.96203477787103,Fruiting,Medium
Potato,Clay,29.88527778303346,77.84852249187605,16.619800311189714,196.6437129592422,Flowering,Medium
Maize,Loamy,39.7416949223076,50.86337021744078,57.28790394175941,44.64598605878758,Flowering,High
Cotton,Loamy,27.064691455319025,33.788429516697335,48.55129850163516,13.289167778525623,Vegetative,Medium
Wheat,Sandy,18.071833883795296,90.6058386063876,88.23663575636036,54.184322262010575,Vegetative,Low
Rice,Loamy,16.845172093759157,59.92633448878543,77.69662159031704,79.54639146073745,Fruiting,Low
Rice,Clay,16.540031139710326,83.92665952906138,46.38638179509198,88.20112018623274,Seedling,Low
Tomato,Silty,26.4045042587301,45.65712543195693,72.0114211236271,123.76126146608473,Flowering,Low
Tomato,Loamy,25.117132525075263,45.1466237809603,25.4430993035022,179.90055202630927,Seedling,Medium
Rice,Sandy,36.53811070867708,93.91553605055293,54.98690619134224,66.06960238143249,Seedling,Low
Maize,Clay,37.28464504754598,59.13747863711374,15.969524445496655,169.9969070998417,Fruiting,High
Potato,Sandy,16.525619065012194,30.552156789555973,37.847122580134645,18.69578418532538,Vegetative,High
Groundnut,Loamy,21.633697886670447,36.475600849603055,28.068974529773627,8.374939794642945,Seedling,High
Maize,Loamy,23.227855504766993,56.14582095445406,67.51278522601687,100.80903662469225,Fruiting,Low
Potato,Sandy,31.428359524284282,23.18531828663085,49.20725529714892,11.932444666120979,Vegetative,High
Tomato,Clay,19.33545671720851,54.690048903372535,70.08563830784084,78.49796024684603,Seedling,Low
Cotton,Loamy,19.01823658200001,51.42056315600957,51.22363501051565,179.35562337384687,Seedling,Low
Potato,Silty,43.31366667623874,78.45021989896152,16.91875537213108,48.29660724149467,Vegetative,High
Rice,Loamy,39.12608721893343,46.62064733669313,68.82941197860214,141.19515502498064,Vegetative,Medium
Tomato,Clay,20.41964706273511,93.69115711546995,76.65834111902444,60.47307847801338,Maturity,Low
Tomato,Loamy,27.19703423716473,33.55774394756774,82.2824980730234,8.98401104842712,Maturity,Medium
Groundnut,Sandy,25.668659977726968,64.32400137261013,55.75935562453665,111.33811628206188,Fruiting,Low
Rice,Loamy,38.73012222196222,26.7274472756191,70.2868287199596,166.97069810735036,Fruiting,High
Groundnut,Loamy,30.30638749434366,75.03979879954865,70.16354695061017,81.89368966852388,Flowering,Low
Rice,Clay,18.83549210980401,94.60652660464787,22.459980783915547,123.45876529161741,Maturity,Medium
Groundnut,Sandy,37.16976189468731,81.43539783137241,23.13765499676566,180.00471953154516,Vegetative,High
Potato,Clay,26.906639346747568,61.67776555402259,15.67084046473009,157.93890254739756,Maturity,Medium
Maize,Loamy,22.88772742896441,56.35560180497691,35.593090811224116,38.775279878563865,Fruiting,Medium
Cotton,Silty,26.264958660621605,82.62724709501352,47.88068701928516,146.67679187300115,Fruiting,Low
Cotton,Loamy,29.932696908206893,90.19805635330432,89.83182822033736,100.37860503203039,Fruiting,Low
Rice,Clay,25.293465492510283,94.19048943485697,44.47946736545356,149.19336157721693,Vegetative,Low
Wheat,Silty,22.257173177752733,49.74044206733631,68.09940708058967,98.90311010444364,Seedling,Low
Sugarcane,Clay,26.95506086411941,94.31881060958843,65.47176210180277,25.59163282166057,Fruiting,Low
Tomato,Clay,15.575187322496948,31.694468913037362,26.358556020046365,113.98188933784783,Maturity,High
Tomato,Sandy,38.174935382889416,39.01623319489319,14.680572115954913,98.42679847946798,Seedling,High
Rice,Silty,20.128346807027576,26.676209355042214,53.680540122687,103.58434672828835,Maturity,Low
Potato,Loamy,16.317138408919117,40.38038873633613,66.02444738515808,175.78049072917406,Fruiting,Low
Groundnut,Clay,34.61096078715238,77.59531637135083,89.86014321490048,178.9674093412503,Vegetative,Low
Wheat,Loamy,38.21808386471017,83.96932686338373,38.68888418249366,90.70742135314367,Seedling,Medium
Maize,Sandy,39.414873947785296,78.41694838269288,81.70916496648773,91.14640825601768,Seedling,Low
Groundnut,Sandy,29.805275479818,67.32993336257722,40.554596469534914,103.0373917745232,Fruiting,Medium
Groundnut,Silty,21.16104554069956,58.54748843919842,65.15293667444102,103.9178556668514,Fruiting,Low
Rice,Sandy,37.1168303174948,73.15282169102349,57.860234441364156,190.07742883582253,Fruiting,Medium
Rice,Sandy,35.99139231463012,49.31251619504164,14.238303464207753,129.88009347549868,Flowering,High
Potato,Loamy,22.388122023095196,83.09812636247764,16.27107415762068,55.49139897758879,Vegetative,Medium
Tomato,Sandy,42.10223267588379,70.7892570482589,11.661127177956878,106.30735939079798,Vegetative,High
Rice,Sandy,18.13114374248487,72.33535238708063,39.66672676751916,125.44471658159657,Fruiting,Medium
Rice,Clay,44.48064718773977,60.195199484680344,69.66408390128086,127.9543442027929,Flowering,Medium
Rice,Sandy,40.80743432932394,86.39217381583795,23.820431519257816,117.05084524763653,Fruiting,High
Potato,Clay,35.63695936437226,38.901105025928935,58.468237470711664,35.54723092430747,Fruiting,High
Tomato,Sandy,43.162496648394985,48.5860740020788,33.10622240248623,6.718637815901496,Vegetative,High
